feedback,batch,experiment_id,focal_agent,model,seed,episode_days,scenario,baseline_stratum,baseline_policy_hash,adapted_policy_hash,opponent_policy_hashes,baseline_survival_days,adapted_survival_days,survival_gain,baseline_dead,adapted_dead,mortality_change,death_to_survival,survival_to_death,baseline_final_hp,adapted_final_hp,baseline_final_budget,adapted_final_budget,baseline_total_bid,adapted_total_bid,baseline_value,adapted_value,value_gain,improved,tied,degraded
OPF,OPF,exp_005,Bob,deepseek-v4-flash,42,20,medium,completed_20_days,91ac0e7a13f50582,f32e3dca997e270a,"{""Alex"": ""45ff63c347d99ec2"", ""Cindy"": ""163b3ac4bc2ae2cd"", ""David"": ""787b77a486b8b970"", ""Eric"": ""41524e91aac6164a""}",20.0,20.0,0.0,0,0,0,0,0,10.0,6.0,234.78811199999998,74.20028194339432,2377.8277920000005,3233.325968539323,20.026915186666667,20.015267199496606,-0.011647987170061214,0,0,1
OPF,OPF,exp_005,Bob,deepseek-v4-flash,98,20,medium,completed_20_days,91ac0e7a13f50582,f32e3dca997e270a,"{""Alex"": ""45ff63c347d99ec2"", ""Cindy"": ""163b3ac4bc2ae2cd"", ""David"": ""787b77a486b8b970"", ""Eric"": ""41524e91aac6164a""}",20.0,20.0,0.0,0,0,0,0,0,6.0,3.0,190.79983125000007,90.0,2874.98514375,2776.6592,20.016809521577382,20.008333333333333,-0.00847618824404961,0,0,1
OPF,OPF,exp_005,Bob,deepseek-v4-flash,197,20,medium,died_before_day_10,91ac0e7a13f50582,f32e3dca997e270a,"{""Alex"": ""45ff63c347d99ec2"", ""Cindy"": ""163b3ac4bc2ae2cd"", ""David"": ""787b77a486b8b970"", ""Eric"": ""41524e91aac6164a""}",5.0,5.0,0.0,1,1,0,0,0,-1.0,-1.0,0.0,0.0,814.5,1020.1756,5.0,5.0,0.0,0,1,0
OPF,OPF,exp_005,Bob,deepseek-v4-flash,666,20,medium,survived_days_10_19,91ac0e7a13f50582,f32e3dca997e270a,"{""Alex"": ""45ff63c347d99ec2"", ""Cindy"": ""163b3ac4bc2ae2cd"", ""David"": ""787b77a486b8b970"", ""Eric"": ""41524e91aac6164a""}",10.0,18.0,8.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,1640.925,2677.678416177143,10.0,18.0,8.0,1,0,0
OPF,OPF,exp_006,Bob,deepseek-v4-flash,10,20,medium,completed_20_days,77943b1c4081059b,2c4b36718c619f15,"{""Alex"": ""2d60206b1865f89c"", ""Cindy"": ""a31bc31563905f6f"", ""David"": ""8642f65c4e3b6686"", ""Eric"": ""c535018ea4dbe516""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,275.5974789268432,76.69777061020875,2729.706024096408,2780.961008298128,20.025074040726544,20.02482404458479,-0.00024999614175413853,0,0,1
OPF,OPF,exp_006,Bob,deepseek-v4-flash,42,20,medium,completed_20_days,77943b1c4081059b,2c4b36718c619f15,"{""Alex"": ""2d60206b1865f89c"", ""Cindy"": ""a31bc31563905f6f"", ""David"": ""8642f65c4e3b6686"", ""Eric"": ""c535018ea4dbe516""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,233.33106038067478,70.82800361473157,2815.302833484276,2639.9054096513714,20.024514961116147,20.024746402164215,0.00023144104806860355,1,0,0
OPF,OPF,exp_006,Bob,deepseek-v4-flash,98,20,medium,completed_20_days,77943b1c4081059b,2c4b36718c619f15,"{""Alex"": ""2d60206b1865f89c"", ""Cindy"": ""a31bc31563905f6f"", ""David"": ""8642f65c4e3b6686"", ""Eric"": ""c535018ea4dbe516""}",20.0,20.0,0.0,0,0,0,0,0,10.0,9.0,193.89634108750357,203.34809756920646,2929.85426340611,2967.7431785758245,20.026374290226027,20.02411836107896,-0.002255929147068514,0,0,1
OPF,OPF,exp_006,Bob,deepseek-v4-flash,197,20,medium,completed_20_days,77943b1c4081059b,2c4b36718c619f15,"{""Alex"": ""2d60206b1865f89c"", ""Cindy"": ""a31bc31563905f6f"", ""David"": ""8642f65c4e3b6686"", ""Eric"": ""c535018ea4dbe516""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,274.1894267093246,181.08042943176582,2374.8583857104604,2603.700793240418,20.025055415697214,20.023823815204125,-0.0012316004930887914,0,0,1
OPF,OPF,exp_006,Bob,deepseek-v4-flash,666,20,medium,completed_20_days,77943b1c4081059b,2c4b36718c619f15,"{""Alex"": ""2d60206b1865f89c"", ""Cindy"": ""a31bc31563905f6f"", ""David"": ""8642f65c4e3b6686"", ""Eric"": ""c535018ea4dbe516""}",20.0,20.0,0.0,0,0,0,0,0,9.0,4.0,233.9366605599359,192.41001228947368,2747.548932517149,3037.844020723507,20.024522971700527,20.012068915506475,-0.012454056194052043,0,0,1
OPF,OPF,exp_007,Cindy,deepseek-v4-flash,10,20,medium,completed_20_days,f760e3c3d1f084f7,6820765315a7b63a,"{""Alex"": ""fb0faa2822b6a9ce"", ""Bob"": ""f1dbc8cf1932acfd"", ""David"": ""681415089c484fcb"", ""Eric"": ""6f2f14c32b88071c""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,448.5832227202253,477.139809356373,4012.0063729324042,4367.783933780586,20.024988755735876,20.02521539531235,0.0002266395764749518,1,0,0
OPF,OPF,exp_007,Cindy,deepseek-v4-flash,42,20,medium,completed_20_days,f760e3c3d1f084f7,6820765315a7b63a,"{""Alex"": ""fb0faa2822b6a9ce"", ""Bob"": ""f1dbc8cf1932acfd"", ""David"": ""681415089c484fcb"", ""Eric"": ""6f2f14c32b88071c""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,243.46282714284374,288.814076872596,4312.010915479031,4274.868659693932,20.025741768469388,20.0261016990228,0.00035993055341165814,1,0,0
OPF,OPF,exp_007,Cindy,deepseek-v4-flash,98,20,medium,completed_20_days,f760e3c3d1f084f7,6820765315a7b63a,"{""Alex"": ""fb0faa2822b6a9ce"", ""Bob"": ""f1dbc8cf1932acfd"", ""David"": ""681415089c484fcb"", ""Eric"": ""6f2f14c32b88071c""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,279.46961647372797,239.89789797528448,4197.891301684762,4594.265987547431,20.02602753663868,20.025713475380755,-0.0003140612579244362,0,0,1
OPF,OPF,exp_007,Cindy,deepseek-v4-flash,197,20,medium,completed_20_days,f760e3c3d1f084f7,6820765315a7b63a,"{""Alex"": ""fb0faa2822b6a9ce"", ""Bob"": ""f1dbc8cf1932acfd"", ""David"": ""681415089c484fcb"", ""Eric"": ""6f2f14c32b88071c""}",20.0,20.0,0.0,0,0,0,0,0,10.0,9.0,217.08905882054205,494.5052291635034,4129.891528542603,3805.5759386017535,20.02553245284778,20.025353216104474,-0.00017923674330688755,0,0,1
OPF,OPF,exp_007,Cindy,deepseek-v4-flash,666,20,medium,completed_20_days,f760e3c3d1f084f7,6820765315a7b63a,"{""Alex"": ""fb0faa2822b6a9ce"", ""Bob"": ""f1dbc8cf1932acfd"", ""David"": ""681415089c484fcb"", ""Eric"": ""6f2f14c32b88071c""}",20.0,20.0,0.0,0,0,0,0,0,10.0,9.0,257.7677995529999,403.7602714741581,4631.6183405766005,4380.194746906113,20.02585529999645,20.024633018027572,-0.0012222819688787467,0,0,1
OPF,OPF,exp_008,Cindy,deepseek-v4-flash,10,20,medium,completed_20_days,68c71d0004f2d25c,6d15f8bddb301500,"{""Alex"": ""facbec90a57a4c96"", ""Bob"": ""456ac6660786cbe3"", ""David"": ""02d39081436b5627"", ""Eric"": ""c586f71adf39a874""}",20.0,20.0,0.0,0,0,0,0,0,3.0,6.0,231.28031999999996,1024.1945373175,3261.533472,3754.0444520284063,20.008978415238094,20.022414242359662,0.013435827121568877,1,0,0
OPF,OPF,exp_008,Cindy,deepseek-v4-flash,42,20,medium,completed_20_days,68c71d0004f2d25c,6d15f8bddb301500,"{""Alex"": ""facbec90a57a4c96"", ""Bob"": ""456ac6660786cbe3"", ""David"": ""02d39081436b5627"", ""Eric"": ""c586f71adf39a874""}",20.0,20.0,0.0,0,0,0,0,0,3.0,10.0,231.25248,336.79773450599987,3151.3774079999994,4077.053885069633,20.008978194285714,20.02648252170243,0.017504327416716592,1,0,0
OPF,OPF,exp_008,Cindy,deepseek-v4-flash,98,20,medium,completed_20_days,68c71d0004f2d25c,6d15f8bddb301500,"{""Alex"": ""facbec90a57a4c96"", ""Bob"": ""456ac6660786cbe3"", ""David"": ""02d39081436b5627"", ""Eric"": ""c586f71adf39a874""}",20.0,20.0,0.0,0,0,0,0,0,3.0,9.0,231.25248,845.9052740203574,3151.3774079999994,3491.277133131346,20.008978194285714,20.028142105349367,0.01916391106365367,1,0,0
OPF,OPF,exp_008,Cindy,deepseek-v4-flash,197,20,medium,completed_20_days,68c71d0004f2d25c,6d15f8bddb301500,"{""Alex"": ""facbec90a57a4c96"", ""Bob"": ""456ac6660786cbe3"", ""David"": ""02d39081436b5627"", ""Eric"": ""c586f71adf39a874""}",20.0,20.0,0.0,0,0,0,0,0,3.0,8.0,231.25248,460.1515076061,3151.3774079999994,4127.5985846361455,20.008978194285714,20.022699615139732,0.013721420854018618,1,0,0
OPF,OPF,exp_008,Cindy,deepseek-v4-flash,666,20,medium,completed_20_days,68c71d0004f2d25c,6d15f8bddb301500,"{""Alex"": ""facbec90a57a4c96"", ""Bob"": ""456ac6660786cbe3"", ""David"": ""02d39081436b5627"", ""Eric"": ""c586f71adf39a874""}",20.0,20.0,0.0,0,0,0,0,0,3.0,9.0,231.25248,738.4121739447452,3151.3774079999994,3752.1538150079173,20.008978194285714,20.027288985507496,0.018310791221782807,1,0,0
OPF,OPF,exp_009,David,deepseek-v4-flash,10,20,medium,completed_20_days,79744d1ac57314ef,1f622ffb2bc687f4,"{""Alex"": ""a708011b5119f09b"", ""Bob"": ""e111397dafb840d3"", ""Cindy"": ""2eaed364128e7fe9"", ""Eric"": ""9c86fb00bb40be02""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,150.041509068192,115.45599999999999,2189.237557557088,1800.5732558581092,20.026042284361132,20.02552761904762,-0.0005146653135135182,0,0,1
OPF,OPF,exp_009,David,deepseek-v4-flash,42,20,medium,completed_20_days,79744d1ac57314ef,1f622ffb2bc687f4,"{""Alex"": ""a708011b5119f09b"", ""Bob"": ""e111397dafb840d3"", ""Cindy"": ""2eaed364128e7fe9"", ""Eric"": ""9c86fb00bb40be02""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,288.2431765655164,0.0,2474.99613713179,2534.961878910021,20.02809885679413,20.023809523809526,-0.00428933298460521,0,0,1
OPF,OPF,exp_009,David,deepseek-v4-flash,98,20,medium,completed_20_days,79744d1ac57314ef,1f622ffb2bc687f4,"{""Alex"": ""a708011b5119f09b"", ""Bob"": ""e111397dafb840d3"", ""Cindy"": ""2eaed364128e7fe9"", ""Eric"": ""9c86fb00bb40be02""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,142.917559552,222.24,2318.25328721664,2488.387690385287,20.018793416064764,20.01997380952381,0.0011803934590446374,1,0,0
OPF,OPF,exp_009,David,deepseek-v4-flash,197,20,medium,completed_20_days,79744d1ac57314ef,1f622ffb2bc687f4,"{""Alex"": ""a708011b5119f09b"", ""Bob"": ""e111397dafb840d3"", ""Cindy"": ""2eaed364128e7fe9"", ""Eric"": ""9c86fb00bb40be02""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,287.419610548224,0.0,2482.6215918484477,2534.394878910021,20.028086601347443,20.023809523809526,-0.004277077537917506,0,0,1
OPF,OPF,exp_009,David,deepseek-v4-flash,666,20,medium,completed_20_days,79744d1ac57314ef,1f622ffb2bc687f4,"{""Alex"": ""a708011b5119f09b"", ""Bob"": ""e111397dafb840d3"", ""Cindy"": ""2eaed364128e7fe9"", ""Eric"": ""9c86fb00bb40be02""}",20.0,20.0,0.0,0,0,0,0,0,3.0,9.0,136.65075199999998,80.0,2414.73524736,2304.1940471360003,20.009176350476192,20.02261904761905,0.01344269714285673,1,0,0
OPF,OPF,exp_010,Eric,deepseek-v4-flash,10,20,medium,died_before_day_10,d3bafd15439cfe7e,cc1b17940dde3add,"{""Alex"": ""9db6724cf37b4b79"", ""Bob"": ""c8b735494a855c00"", ""Cindy"": ""c19d1f267941e3e4"", ""David"": ""ba817b6f9dc34ded""}",3.0,20.0,17.0,1,0,-1,1,0,-2.0,10.0,0.0,39.998325756103554,130.0,4655.648717817967,3.0,20.024149645627176,17.024149645627176,1,0,0
OPF,OPF,exp_010,Eric,deepseek-v4-flash,42,20,medium,died_before_day_10,d3bafd15439cfe7e,cc1b17940dde3add,"{""Alex"": ""9db6724cf37b4b79"", ""Bob"": ""c8b735494a855c00"", ""Cindy"": ""c19d1f267941e3e4"", ""David"": ""ba817b6f9dc34ded""}",3.0,20.0,17.0,1,0,-1,1,0,-2.0,9.0,0.0,140.0,130.0,4492.796985028957,3.0,20.02261904761905,17.02261904761905,1,0,0
OPF,OPF,exp_010,Eric,deepseek-v4-flash,98,20,medium,died_before_day_10,d3bafd15439cfe7e,cc1b17940dde3add,"{""Alex"": ""9db6724cf37b4b79"", ""Bob"": ""c8b735494a855c00"", ""Cindy"": ""c19d1f267941e3e4"", ""David"": ""ba817b6f9dc34ded""}",3.0,20.0,17.0,1,0,-1,1,0,-2.0,10.0,0.0,75.56824820081891,130.0,3958.34594370006,3.0,20.024452110954087,17.024452110954087,1,0,0
OPF,OPF,exp_010,Eric,deepseek-v4-flash,197,20,medium,died_before_day_10,d3bafd15439cfe7e,cc1b17940dde3add,"{""Alex"": ""9db6724cf37b4b79"", ""Bob"": ""c8b735494a855c00"", ""Cindy"": ""c19d1f267941e3e4"", ""David"": ""ba817b6f9dc34ded""}",3.0,20.0,17.0,1,0,-1,1,0,-2.0,10.0,0.0,111.41744,130.0,4057.06931,3.0,20.024756951020407,17.024756951020407,1,0,0
OPF,OPF,exp_010,Eric,deepseek-v4-flash,666,20,medium,died_before_day_10,d3bafd15439cfe7e,cc1b17940dde3add,"{""Alex"": ""9db6724cf37b4b79"", ""Bob"": ""c8b735494a855c00"", ""Cindy"": ""c19d1f267941e3e4"", ""David"": ""ba817b6f9dc34ded""}",3.0,20.0,17.0,1,0,-1,1,0,-2.0,10.0,0.0,0.0,130.0,3768.1151236598366,3.0,20.023809523809526,17.023809523809526,1,0,0
OPF,OPF,exp_011,David,deepseek-v4-flash,10,20,medium,died_before_day_10,29f528540ca5b484,400439216f305fc1,"{""Alex"": ""f424669c2efd8b46"", ""Bob"": ""639c388e4e51b8e3"", ""Cindy"": ""c07c0d52c76c902b"", ""Eric"": ""2a2b77958c48d4f3""}",5.0,20.0,15.0,1,0,-1,1,0,-1.0,8.0,0.0,384.9435899425762,285.0,2432.7130771163215,5.0,20.024775946278908,15.024775946278908,1,0,0
OPF,OPF,exp_011,David,deepseek-v4-flash,42,20,medium,died_before_day_10,29f528540ca5b484,400439216f305fc1,"{""Alex"": ""f424669c2efd8b46"", ""Bob"": ""639c388e4e51b8e3"", ""Cindy"": ""c07c0d52c76c902b"", ""Eric"": ""2a2b77958c48d4f3""}",5.0,8.0,3.0,1,1,0,0,0,-1.0,0.0,0.0,0.0,285.0,1238.2050000000002,5.0,8.0,3.0,1,0,0
OPF,OPF,exp_011,David,deepseek-v4-flash,98,20,medium,died_before_day_10,29f528540ca5b484,400439216f305fc1,"{""Alex"": ""f424669c2efd8b46"", ""Bob"": ""639c388e4e51b8e3"", ""Cindy"": ""c07c0d52c76c902b"", ""Eric"": ""2a2b77958c48d4f3""}",4.0,14.0,10.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,200.0,2150.1252953125,4.0,14.0,10.0,1,0,0
OPF,OPF,exp_011,David,deepseek-v4-flash,197,20,medium,died_before_day_10,29f528540ca5b484,400439216f305fc1,"{""Alex"": ""f424669c2efd8b46"", ""Bob"": ""639c388e4e51b8e3"", ""Cindy"": ""c07c0d52c76c902b"", ""Eric"": ""2a2b77958c48d4f3""}",8.0,8.0,0.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,440.0,1238.2050000000002,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_011,David,deepseek-v4-flash,666,20,medium,died_before_day_10,29f528540ca5b484,400439216f305fc1,"{""Alex"": ""f424669c2efd8b46"", ""Bob"": ""639c388e4e51b8e3"", ""Cindy"": ""c07c0d52c76c902b"", ""Eric"": ""2a2b77958c48d4f3""}",5.0,20.0,15.0,1,0,-1,1,0,-1.0,10.0,0.0,264.6169680146485,285.0,2297.4281456037593,5.0,20.027747276309743,15.027747276309743,1,0,0
OPF,OPF,exp_012,Eric,deepseek-v4-flash,10,20,medium,completed_20_days,2f42aa6c986dea95,b2b7368b6d9c05d9,"{""Alex"": ""cc0e99e3f152fda4"", ""Bob"": ""d0ace20db1c3c47d"", ""Cindy"": ""4e8d93c0279de02a"", ""David"": ""129f86f5402b8f6f""}",20.0,6.0,-14.0,0,1,1,0,1,10.0,-3.0,288.0567302458125,0.0,3144.48516295165,724.1909953125,20.02625898580141,6.0,-14.026258985801409,0,0,1
OPF,OPF,exp_012,Eric,deepseek-v4-flash,42,20,medium,completed_20_days,2f42aa6c986dea95,b2b7368b6d9c05d9,"{""Alex"": ""cc0e99e3f152fda4"", ""Bob"": ""d0ace20db1c3c47d"", ""Cindy"": ""4e8d93c0279de02a"", ""David"": ""129f86f5402b8f6f""}",20.0,3.0,-17.0,0,1,1,0,1,10.0,-2.0,296.55659245625003,0.0,3417.2539622812496,244.90625,20.026331263541294,3.0,-17.026331263541294,0,0,1
OPF,OPF,exp_012,Eric,deepseek-v4-flash,98,20,medium,completed_20_days,2f42aa6c986dea95,b2b7368b6d9c05d9,"{""Alex"": ""cc0e99e3f152fda4"", ""Bob"": ""d0ace20db1c3c47d"", ""Cindy"": ""4e8d93c0279de02a"", ""David"": ""129f86f5402b8f6f""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,309.07820164361,99.26564242187493,3082.5219711937702,3654.7172839843747,20.026437739809893,20.024653619408348,-0.0017841204015454082,0,0,1
OPF,OPF,exp_012,Eric,deepseek-v4-flash,197,20,medium,completed_20_days,2f42aa6c986dea95,b2b7368b6d9c05d9,"{""Alex"": ""cc0e99e3f152fda4"", ""Bob"": ""d0ace20db1c3c47d"", ""Cindy"": ""4e8d93c0279de02a"", ""David"": ""129f86f5402b8f6f""}",20.0,3.0,-17.0,0,1,1,0,1,10.0,-2.0,310.73007485712503,0.0,3284.6007165903748,244.90625,20.026451786350826,3.0,-17.026451786350826,0,0,1
OPF,OPF,exp_012,Eric,deepseek-v4-flash,666,20,medium,completed_20_days,2f42aa6c986dea95,b2b7368b6d9c05d9,"{""Alex"": ""cc0e99e3f152fda4"", ""Bob"": ""d0ace20db1c3c47d"", ""Cindy"": ""4e8d93c0279de02a"", ""David"": ""129f86f5402b8f6f""}",20.0,6.0,-14.0,0,1,1,0,1,10.0,-3.0,284.69665870625,0.0,3511.613391965,633.061734375,20.02623041376451,6.0,-14.026230413764509,0,0,1
OPF,OPF,exp_013,Cindy,deepseek-v4-flash,10,20,medium,completed_20_days,5000800fd92e5e23,66b411489f589eed,"{""Alex"": ""2af5cecebef5517e"", ""Bob"": ""a2b55e9f14bd26ed"", ""David"": ""23861262241e5d3a"", ""Eric"": ""ad760b61f6caef32""}",20.0,20.0,0.0,0,0,0,0,0,9.0,8.0,401.2325461500001,439.916206536775,4023.6037423,4063.6881167316124,20.024612956715476,20.022539017512198,-0.00207393920327803,0,0,1
OPF,OPF,exp_013,Cindy,deepseek-v4-flash,42,20,medium,completed_20_days,5000800fd92e5e23,66b411489f589eed,"{""Alex"": ""2af5cecebef5517e"", ""Bob"": ""a2b55e9f14bd26ed"", ""David"": ""23861262241e5d3a"", ""Eric"": ""ad760b61f6caef32""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,44.02346799999998,617.954886764,4442.731232,3504.557967946,20.0241589164127,20.02871392767273,0.0045550112600309944,1,0,0
OPF,OPF,exp_013,Cindy,deepseek-v4-flash,98,20,medium,completed_20_days,5000800fd92e5e23,66b411489f589eed,"{""Alex"": ""2af5cecebef5517e"", ""Bob"": ""a2b55e9f14bd26ed"", ""David"": ""23861262241e5d3a"", ""Eric"": ""ad760b61f6caef32""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,307.0124477019788,534.1012584,4087.840323246271,4149.5570936,20.026246130537317,20.028048422685714,0.0018022921483975551,1,0,0
OPF,OPF,exp_013,Cindy,deepseek-v4-flash,197,20,medium,completed_20_days,5000800fd92e5e23,66b411489f589eed,"{""Alex"": ""2af5cecebef5517e"", ""Bob"": ""a2b55e9f14bd26ed"", ""David"": ""23861262241e5d3a"", ""Eric"": ""ad760b61f6caef32""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,175.74677334193774,290.4959311796667,3628.2089560830623,3949.301322020334,20.022823387090014,20.026115047072853,0.003291659982838979,1,0,0
OPF,OPF,exp_013,Cindy,deepseek-v4-flash,666,20,medium,completed_20_days,5000800fd92e5e23,66b411489f589eed,"{""Alex"": ""2af5cecebef5517e"", ""Bob"": ""a2b55e9f14bd26ed"", ""David"": ""23861262241e5d3a"", ""Eric"": ""ad760b61f6caef32""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,327.18077343999994,526.8731063207999,3719.51496656,3822.0827944366993,20.0264061966146,20.027991056399372,0.0015848597847707424,1,0,0
OPF,OPF,exp_014,Cindy,deepseek-v4-flash,10,20,medium,completed_20_days,a81b7169b8ac06e3,39b3cde4011a16c0,"{""Alex"": ""6d9b7b10f9f29ebd"", ""Bob"": ""3d5c4b5264b12310"", ""David"": ""ff91b5d4383af5d8"", ""Eric"": ""3d4b3721a8bb51c1""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,613.0605,550.2175943217135,3725.517149999999,4045.7088129108715,20.02629413095238,20.025795377732713,-0.0004987532196665256,0,0,1
OPF,OPF,exp_014,Cindy,deepseek-v4-flash,42,20,medium,completed_20_days,a81b7169b8ac06e3,39b3cde4011a16c0,"{""Alex"": ""6d9b7b10f9f29ebd"", ""Bob"": ""3d5c4b5264b12310"", ""David"": ""ff91b5d4383af5d8"", ""Eric"": ""3d4b3721a8bb51c1""}",20.0,20.0,0.0,0,0,0,0,0,7.0,10.0,208.308,371.21617771077786,4309.944,4255.753332019041,20.018319904761906,20.026755683950086,0.008435779188179282,1,0,0
OPF,OPF,exp_014,Cindy,deepseek-v4-flash,98,20,medium,completed_20_days,a81b7169b8ac06e3,39b3cde4011a16c0,"{""Alex"": ""6d9b7b10f9f29ebd"", ""Bob"": ""3d5c4b5264b12310"", ""David"": ""ff91b5d4383af5d8"", ""Eric"": ""3d4b3721a8bb51c1""}",20.0,20.0,0.0,0,0,0,0,0,8.0,10.0,272.808,739.7069198234301,4335.4848,3868.136128332563,20.021212761904764,20.029680213649392,0.008467451744628818,1,0,0
OPF,OPF,exp_014,Cindy,deepseek-v4-flash,197,20,medium,completed_20_days,a81b7169b8ac06e3,39b3cde4011a16c0,"{""Alex"": ""6d9b7b10f9f29ebd"", ""Bob"": ""3d5c4b5264b12310"", ""David"": ""ff91b5d4383af5d8"", ""Eric"": ""3d4b3721a8bb51c1""}",20.0,4.0,-16.0,0,1,1,0,1,8.0,0.0,508.953,0.0,3942.7839000000004,893.4787624999999,20.023086928571427,4.0,-16.023086928571427,0,0,1
OPF,OPF,exp_014,Cindy,deepseek-v4-flash,666,20,medium,completed_20_days,a81b7169b8ac06e3,39b3cde4011a16c0,"{""Alex"": ""6d9b7b10f9f29ebd"", ""Bob"": ""3d5c4b5264b12310"", ""David"": ""ff91b5d4383af5d8"", ""Eric"": ""3d4b3721a8bb51c1""}",20.0,20.0,0.0,0,0,0,0,0,8.0,10.0,272.808,267.1107633413135,4335.4848,4370.788319634163,20.021212761904764,20.02592945050271,0.004716688597945051,1,0,0
OPF,OPF,exp_015,David,deepseek-v4-flash,10,20,medium,survived_days_10_19,ca8ec631ec5c699a,17e254816357f5be,"{""Alex"": ""e81918063a0779fe"", ""Bob"": ""29adce18f6862826"", ""Cindy"": ""8cf3ccc9e677069c"", ""Eric"": ""059078faf5d63d98""}",15.0,11.0,-4.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1473.77416959744,1339.9561264133038,15.0,11.0,-4.0,0,0,1
OPF,OPF,exp_015,David,deepseek-v4-flash,42,20,medium,completed_20_days,ca8ec631ec5c699a,17e254816357f5be,"{""Alex"": ""e81918063a0779fe"", ""Bob"": ""29adce18f6862826"", ""Cindy"": ""8cf3ccc9e677069c"", ""Eric"": ""059078faf5d63d98""}",20.0,20.0,0.0,0,0,0,0,0,4.0,10.0,558.0050052762136,288.88006283268646,2025.2809524698228,2285.1996983856957,20.017827455435658,20.028108334268342,0.010280878832684692,1,0,0
OPF,OPF,exp_015,David,deepseek-v4-flash,98,20,medium,completed_20_days,ca8ec631ec5c699a,17e254816357f5be,"{""Alex"": ""e81918063a0779fe"", ""Bob"": ""29adce18f6862826"", ""Cindy"": ""8cf3ccc9e677069c"", ""Eric"": ""059078faf5d63d98""}",20.0,20.0,0.0,0,0,0,0,0,5.0,7.0,534.780042,420.0393596800337,2211.3714206800005,2186.001026635492,20.01986279824405,20.022917252376192,0.003054454132144002,1,0,0
OPF,OPF,exp_015,David,deepseek-v4-flash,197,20,medium,completed_20_days,ca8ec631ec5c699a,17e254816357f5be,"{""Alex"": ""e81918063a0779fe"", ""Bob"": ""29adce18f6862826"", ""Cindy"": ""8cf3ccc9e677069c"", ""Eric"": ""059078faf5d63d98""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,415.7437675501554,292.650115332421,2089.9720619145564,2165.45201834914,20.029996187017115,20.028164436240065,-0.0018317507770504449,0,0,1
OPF,OPF,exp_015,David,deepseek-v4-flash,666,20,medium,completed_20_days,ca8ec631ec5c699a,17e254816357f5be,"{""Alex"": ""e81918063a0779fe"", ""Bob"": ""29adce18f6862826"", ""Cindy"": ""8cf3ccc9e677069c"", ""Eric"": ""059078faf5d63d98""}",20.0,3.0,-17.0,0,1,1,0,1,3.0,-2.0,665.545876245,0.0,2248.6362930632504,134.96427789473685,20.017046813634597,3.0,-17.017046813634597,0,0,1
OPF,OPF,exp_016,Eric,deepseek-v4-flash,10,20,medium,completed_20_days,aa1fe29744c13b76,c64a51daf537949f,"{""Alex"": ""5c7f8b1890b9ab43"", ""Bob"": ""8fb25d792133bfe9"", ""Cindy"": ""cde0415bc85ca387"", ""David"": ""ea8cec72266313b5""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,472.72813370433107,1067.3219275952488,3319.6873492195964,2917.900278508702,20.02544836848388,20.030504438159824,0.005056069675944741,1,0,0
OPF,OPF,exp_016,Eric,deepseek-v4-flash,42,20,medium,completed_20_days,aa1fe29744c13b76,c64a51daf537949f,"{""Alex"": ""5c7f8b1890b9ab43"", ""Bob"": ""8fb25d792133bfe9"", ""Cindy"": ""cde0415bc85ca387"", ""David"": ""ea8cec72266313b5""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,334.4877965527,1053.2726592523436,3764.3455358732995,2728.867285372656,20.026653807793817,20.032765923973233,0.006112116179416205,1,0,0
OPF,OPF,exp_016,Eric,deepseek-v4-flash,98,20,medium,completed_20_days,aa1fe29744c13b76,c64a51daf537949f,"{""Alex"": ""5c7f8b1890b9ab43"", ""Bob"": ""8fb25d792133bfe9"", ""Cindy"": ""cde0415bc85ca387"", ""David"": ""ea8cec72266313b5""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,341.3451213407872,637.432386684321,3536.1136210986874,3508.4342120225087,20.026712118378747,20.02922986723371,0.002517748854963031,1,0,0
